# word,quad,pos,reformed
# Reformed by script using Examples/oxford.yaml and Examples/non-oxford.yaml

word,quad,pos,reformed
knee,1,noun,knee
kneel,-,-,kneel
knife,1,noun,knife
knight,1,noun,knight
knit,-,-,knit
knitting,-,-,knitting
knock,1,verb,knock
knock,2,noun,knock
knot,1,noun,knot
know,1,verb,kno
knowledge,-,-,knolledge
known,2,adjective,known
lab,-,-,lab
label,1,noun,label
label,2,verb,label
laboratory,-,-,laboratory
labour,1,noun,labor
labour,2,verb,labor
labourer,-,-,labourer
lace,1,noun,lace
lack,1,noun,lack
lack,2,verb,lack
lacking,-,-,lacking
lad,-,-,lad
ladder,1,noun,ladder
lady,-,-,lady
lag,1,verb,lag
lake,-,-,lake
lamb,1,noun,lamb
lamp,-,-,lamp
land,1,noun,land
land,2,verb,land
landing,-,-,landing
landlord,-,-,landlord
landmark,-,-,landmark
landowner,-,-,landowner
landscape,1,noun,landscape
lane,-,-,lane
language,-,-,language
lap,1,noun,lap
laptop,-,-,laptop
large,1,adjective,large
largely,-,-,largely
large-scale,-,-,large-scale
laser,-,-,laser
last,1,determiner adjective,last
last,2,adverb,last
last,3,noun pronoun,last
last,4,verb,last
lasting,-,-,lasting
lastly,-,-,lastly
last-minute,-,-,last-minute
last,-,noun,last
late,1,adjective,late
late,2,adverb,late
lately,-,-,lately
later,1,adverb,later
latest,1,adjective,latest
latter,1,noun,latter
latter,2,adjective,latter
laugh,1,verb,laff
laugh,2,noun,laff
laughter,-,-,lafter
launch,1,verb,launch
launch,2,noun,launch
laundry,-,-,laundry
lavatory,-,-,lavatory
lavish,1,adjective,lavish
lavish,2,verb,lavish
law,-,-,law
lawful,-,-,lawful
lawmaker,-,-,lawmaker
lawn,-,-,lawn
lawsuit,-,-,lawsuit
lawyer,-,-,lawyer
lay,2,verb,lay
lay,3,adjective,lay
layer,1,noun,layer
layout,-,-,lay-out
lazy,-,-,lazy
lead,1,verb,lead
lead,2,noun,lead
leader,-,-,leader
leadership,-,-,leadership
leading,1,adjective,leading
leaf,1,noun,leaf
leaflet,1,noun,leaflet
league,-,-,league
leak,1,verb,leak
leak,2,noun,leak
lean,1,verb,lean
leap,1,verb,leap
leap,2,noun,leap
learn,-,-,lern
learner,-,-,learner
learning,-,-,lerning
lease,1,noun,lease
lease,2,verb,lease
leash,1,noun,leash
least,1,determiner pronoun,least
least,2,adverb,least
leather,-,-,leather
leave,1,verb,leave
leave,2,noun,leave
lecture,1,noun,lecture
lecture,2,verb,lecture
lecturer,-,-,lecturer
ledge,-,-,ledge
left,1,adjective,left
left,2,adverb,left
left,3,noun,left
left-hand,-,-,left-hand
left-handed,-,-,left-handed
left-wing,-,-,left-wing
leg,1,noun,leg
legacy,1,noun,legacy
legal,-,-,legal
legalize,-,-,legalize
legally,-,-,legally
legend,1,noun,legend
legendary,-,-,legendary
legislation,-,-,legislation
legislative,-,-,legislative
legislator,-,-,legislator
legislature,-,-,legislature
legitimate,1,adjective,legitimate
leisure,-,-,lezzure
leisure,-,noun,lezzure
lemon,1,noun,lemmon
lemonade,-,-,lemonade
lend,-,-,lend
lender,-,-,lender
length,-,-,length
lengthy,-,-,lengthy
lens,-,-,lens
less,1,adverb,less
less,2,determiner pronoun,less
lessen,-,-,lessen
lesser,-,-,lesser
lesson,-,-,lesson
lest,-,-,lest
let,1,verb,let
letdown,-,-,letdown
lethal,-,-,lethal
let's,-,-,let's
letter,1,noun,letter
lettuce,-,-,lettuce
level,1,noun,levvel
level,2,adjective,levvel
level,3,verb,levvel
lever,1,noun,lever
liability,-,-,liability
liable,-,-,liable
liaison,-,-,liaison
liar,-,-,liar
libel,1,noun,libel
liberal,1,adjective,liberal
liberal,2,noun,liberal
liberate,-,-,liberate
liberty,-,-,liberty
librarian,-,-,librarian
library,-,-,library
licence,-,-,licence
licensed,-,-,licensed
lick,1,verb,lick
lid,-,-,lid
lie,1,verb,lie
lie,2,verb,lie
lie,3,noun,lie
life,-,-,life
lifelong,-,-,lifelong
lifespan,-,-,lifespan
lifestyle,-,-,life style
lifetime,-,-,lifetime
lift,1,verb,lift
lift,2,noun,lift
light,1,noun,light
light,2,adjective,light
light,3,verb,light
lighting,-,-,lighting
lightly,-,-,lightly
lightning,1,noun,lightning
like,1,preposition,like
like,2,verb,like
like,3,noun,like
like,4,conjunction,like
like5,-,-,like5
likelihood,-,-,likelihwd
likely,1,adjective,likely
likely,2,adverb,likely
likewise,-,-,B2
limb,-,-,lim
lime,1,noun,lime
limit,1,noun,limmit
limit,2,verb,limmit
limitation,-,-,B2
limited,-,-,limmited
line,1,noun,line
line,2,verb,line
linen,-,-,linen
liner,-,-,liner
linger,-,-,lingger
linguist,-,-,linguist
linguistic,-,-,linguistic
linguistics,-,-,linguistics
lining,-,-,lining
link,1,verb,link
link,2,noun,link
lion,-,-,liön
lip,-,-,lip
lipstick,-,-,lipstick
liquid,1,noun,liquid
liquid,2,adjective,liquid
liquor,-,-,liquor
list,1,noun,list
list,2,verb,list
listen,1,verb,lissen
listener,-,-,lissener
listing,-,-,listing
literacy,-,-,literacy
literal,-,-,literal
literally,-,-,literally
literary,-,-,literary
literature,-,-,literature
litre,-,-,leter
litter,1,noun,litter
little,1,adjective,little
little,2,determiner pronoun,little
little,3,adverb,little
live,1,verb,live
live,2,adjective,live
live,3,adverb,live
lively,-,-,lively
liver,-,-,[liver,livver]
livestock,-,-,livestock
living,1,adjective,livving
living,2,noun,livving
living,-,noun,livving
lizard,-,-,lizard
load,1,noun,load
load,2,verb,load
loaf,1,noun,loaf
loan,1,noun,loan
loan,2,verb,loan
lobby,1,noun,lobby
lobby,2,verb,lobby
lobster,-,-,lobster
local,1,adjective,local
locally,-,-,locally
locate,-,-,locate
location,-,-,location
lock,1,verb,lock
lock,2,noun,lock
locker,-,-,locker
lodge,1,verb,lodge
lodge,2,noun,lodge
loft,1,noun,loft
log,1,noun,log
log,2,verb,log
logic,-,-,logic
logical,-,-,logical
logo,-,-,logo
lonely,-,-,lonely
lonesome,-,-,lonesome
long,1,adjective,long
long,2,adverb,long
long,3,verb,long
long-distance,-,-,long-distance
long-term,-,-,long-term
look,1,verb,lwk
look,2,noun,lwk
loom,1,verb,loom
loop,1,noun,loop
loose,1,adjective,looce
loosely,-,-,loosely
loosen,-,-,loosen
lorry,-,-,lorry
lose,-,-,lose
loser,-,-,loser
loss,-,-,loss
lost,2,adjective,lost
lot,1,pronoun adverb,lot
lot,2,noun,lot
lottery,-,-,lottery
loud,1,adjective,loud
loud,2,adverb,loud
lounge,1,noun,lounge
lounge,2,verb,lounge
love,1,verb,luv
love,2,noun,luv
lovely,-,-,luvly
lover,-,-,lover
loving,-,-,loving
low,1,adjective,lo
low,2,adverb,lo
low,3,noun,lo
lower,1,adjective,loër
lower,2,verb,loër
loyal,-,-,faithful
loyalty,-,-,faith
luck,1,noun,luck
luckily,-,-,luckily
lucky,-,-,lucky
lucrative,-,-,lucrative
luggage,-,-,luggage
lump,1,noun,lump
lunch,1,noun,lunch
lunchtime,-,-,lunchtime
lung,-,-,lung
lure,1,verb,lure
lure,2,noun,lure
lurk,-,-,lurk
luxurious,-,-,luxurious
luxury,-,-,luxury
lyric,1,noun,lyric
machine,1,noun,makhine
machinery,-,-,makhinary
mad,-,-,mad
madam,-,-,madam
madness,-,-,madness
magazine,-,-,maggazene
magic,1,noun,madgic
magic,2,adjective,madgic
magical,-,-,magical
magistrate,-,-,magistrate
magnet,-,-,magnet
magnetic,-,-,magnetic
magnificent,-,-,magnificent
magnitude,-,-,magnitude
maid,-,-,maid
maiden,-,noun,maiden
mail,1,noun,mail
mail,2,verb,mail
mailbox,-,-,mailbox
main,1,adjective,main
main,-,noun,main
mainland,-,-,mainland
mainly,-,-,mainly
mainstream,1,noun,main-stream
maintain,-,-,maintain
maintenance,-,-,maintenence
major,1,adjective,major
major,2,noun,major
major,3,verb,major
majority,-,-,majority
make,1,verb,make
make,2,noun,make
maker,-,-,maker
make-up,-,-,make-up
male,1,adjective,male
male,2,noun,male
mall,-,-,mall
mama,1,noun,mama
mammal,-,-,mammal
man,1,noun,man
man,2,verb,man
manage,-,-,mannage
management,-,-,management
manager,-,-,manager
managerial,-,-,managerial
mandate,1,noun,mandate
mandatory,-,-,mandatory
maniac,-,-,maniac
manifest,1,verb,manifest
manipulate,-,-,manipulate
mankind,-,-,mankind
man-made,-,-,man-made
manner,-,-,manner
manoeuvre,1,noun,manoeuvre
mansion,-,-,mansion
manslaughter,-,-,manslaughter
manual,1,adjective,manual
manual,2,noun,manual
manufacture,1,verb,manufacture
manufacturer,-,-,manufacturer
manufacturing,-,-,manufacturing
manuscript,-,-,manuscript
many,-,pronoun adjective,many
map,1,noun,map
map,2,verb,map
maple,-,-,maple
mar,-,-,mar
marathon,1,noun,marathon
marble,-,-,marble
march,1,verb,march
march,2,noun,march
March,-,-,March
margarine,-,-,margarine
margin,-,-,margin
marginal,-,-,marginal
marine,-,-,marine
marital,-,-,marital
maritime,-,-,maritime
mark,1,verb,mark
mark,2,noun,mark
marked,-,-,marked
markedly,-,-,markedly
marker,-,-,marker
market,1,noun,market
marketing,-,-,marketing
marketplace,-,-,marketplace
marriage,-,-,marriage
married,-,-,married
marry,-,-,marry
martyr,1,noun,martyr
marvellous,-,-,marvellous
masculine,-,-,masculine
mask,1,noun,mask
mass,1,noun,mass
mass,2,adjective,mass
massacre,1,noun,massacre
massacre,2,verb,massacre
massage,1,noun,massage
massive,-,-,massive
mast,-,-,mast
master,1,noun,master
master,2,verb,master
masterpiece,-,-,masterpiece
mat,1,noun,mat
match,1,noun,match
match,2,verb,match
matching,-,-,matching
mate,1,noun,mate
mate,2,verb,mate
material,1,noun,material
material,2,adjective,material
maternal,-,-,maternal
maternity,1,adjective,maternity
math,-,-,math
mathematical,-,-,mathematical
mathematics,-,-,mathematics
maths,-,-,maths
matter,1,noun,matter
matter,2,verb,matter
mattress,-,-,mattress
mature,1,adjective,mature
mature,2,verb,mature
maturity,-,-,maturity
maximize,-,-,maximize
maximum,1,adjective,maximum
maximum,2,noun,maximum
may,1,modal verb,may
May,-,-,May
maybe,-,-,maybe
mayor,-,-,mayor
maze,-,-,maze
me,-,-,me
meadow,-,-,meadow
meal,-,-,meal
mean,1,verb,mean
mean,2,adjective,mean
meaning,-,-,meaning
meaningful,-,-,meaningful
meaningless,-,-,meaningless
means,-,-,means
meantime,-,-,meantime
meanwhile,-,-,meanwhile
measure,1,verb,mensure
measure,2,noun,mensure
measurement,-,-,mensuration
meat,-,-,meat
mechanic,-,-,mechanic
mechanical,-,-,mechanical
mechanism,-,-,mechanism
medal,1,noun,meddal
media,-,-,media
mediate,-,-,mediate
medical,1,adjective,medical
medication,-,-,medication
medicine,-,-,medicine
medieval,-,-,medieval
meditation,-,-,meditation
medium,1,adjective,medium
medium,2,noun,medium
meet,1,verb,meet
meet,2,noun,meet
meeting,-,-,meeting
megabyte,-,-,megabyte
melody,-,-,melody
melon,-,-,melon
melt,-,-,melt
member,-,-,member
membership,-,-,membership
memoir,-,-,memory
memorable,-,-,memorable
memorial,1,noun,memorial
memorize,-,-,memorize
memory,-,-,memory
menace,1,noun,menace
mend,1,verb,mend
mental,-,-,mental
mentality,-,-,mentality
mention,1,verb,mention
mention,2,noun,mention
mentor,1,noun,mentor
menu,-,-,mennu
merchandise,1,noun,merchandise
merchant,-,-,mercant
mercy,-,-,mercy
mere,1,adjective,mere
merely,-,-,merely
merge,-,-,merge
merger,-,-,merger
merit,1,noun,merrit
merit,2,verb,merrit
merry,-,-,merry
mess,1,noun,mess
mess,2,verb,mess
message,1,noun,message
messenger,1,noun,messenger
messy,-,-,messy
metal,-,-,mettal
metaphor,-,-,metaphor
metaphorical,-,-,metaphorical
meter,1,noun,meter
method,-,-,metthod
methodology,-,-,methodology
metre,-,-,meter
microphone,-,-,microphone
microscope,-,-,microscope
microwave,1,noun,microwave
midday,-,-,midday
middle,1,noun,middle
middle,2,adjective,middle
middle,-,noun,middle
middle-aged,-,-,middle-aged
middle,-,noun,middle
middle-class,-,-,middle-class
middle,-,noun,middle
midnight,-,-,midnight
midst,1,noun,midst
midway,-,adverb,midway
midwife,-,-,midwife
might,1,modal verb,might
might,2,noun,might
mighty,1,adjective,mighty
migrant,-,-,migrant
migrate,-,-,migrate
migration,-,-,migration
mild,1,adjective,mîld
mildly,-,-,mildly
mile,-,-,mile
milestone,-,-,milestone
militant,-,-,militant
military,1,adjective,military
military,2,noun,military
militia,-,-,militia
milk,1,noun,milk
mill,1,noun,mill
millennium,-,-,millennium
millimetre,-,-,millimetre
million,-,-,million
millionaire,-,-,millionaire
mind,1,noun,mind
mind,2,verb,mind
mine,1,pronoun,mine
mine,2,noun,mine
mine,3,verb,mine
miner,-,-,miner
mineral,-,-,mineral
mingle,-,-,mingle
miniature,1,adjective,miniature
minimal,-,-,minimal
minimize,-,-,minimize
minimum,1,adjective,minimum
minimum,2,noun,minimum
mining,-,-,mining
minister,1,noun,minister
ministry,-,-,ministry
minor,1,adjective,minor
minor,2,noun,minor
minority,-,-,minority
mint,1,noun,mint
minus,1,preposition,minus
minus,2,noun,minus
minute,1,noun,minute
minute,2,adjective,minute
miracle,-,-,miracle
mirror,1,noun,mirror
mirror,2,verb,mirror
mischief,-,-,mischief
miserable,-,-,miserable
misery,-,-,misery
misfortune,-,-,misfortune
mishap,-,-,mishap
misjudge,-,-,misjudge
mislead,-,-,mislead
misleading,-,-,misleading
miss,1,verb,miss
miss,2,noun,miss
missile,-,-,missile
missing,-,-,missing
mission,-,-,mission
missionary,1,noun,missionary
mist,1,noun,mist
mistake,1,noun,mistake
mistake,2,verb,mistake
mistaken,-,-,mistaken
mister,-,-,mister
misty,-,-,misty
misunderstand,-,-,misunderstand
misunderstanding,-,-,misunderstanding
misuse,1,verb,misuse
mix,1,verb,mix
mix,2,noun,mix
mixed,-,-,mixed
mixture,-,-,mixture
moan,1,verb,moan
mob,1,noun,mob
mobile,1,noun,mobile
mobile,2,adjective,mobile
mobile,-,noun,mobile
mobility,-,-,mobility
mobilize,-,-,mobilize
mock,1,verb,mock
mode,-,-,mode
model,1,noun,moddel
model,2,adjective,moddel
moderate,1,adjective,moderate
moderately,-,-,moderately
modern,-,-,moddern
modernize,-,-,modernize
modest,-,-,modest
modification,-,-,modification
modify,-,-,moddify
module,-,-,module
moist,-,-,moist
moisture,-,-,moisture
mole,-,-,mole
molecule,-,-,molecule
mom,-,-,mom
moment,-,-,moment
momentarily,-,-,momentarily
momentary,-,-,momentary
momentum,-,-,momentum
mommy,-,-,mommy
monarch,-,-,monarch
monarchy,-,-,monarchy
Monday,-,-,Munday
money,-,-,munny
monitor,1,verb,monnitor
monitor,2,noun,monnitor
monkey,1,noun,munky
monopoly,-,-,monopoly
monster,1,noun,monster
month,-,-,munth
monthly,1,adjective,monthly
monument,-,-,monument
mood,-,-,mood
moon,1,noun,moon
moral,1,adjective,morral
moral,2,noun,morral
morale,-,-,morale
morality,-,-,morality
morally,-,-,morally
more,1,adverb,more
more,2,determiner pronoun,more
moreover,-,-,morover
morning,1,noun,morning
morning,2,interjection,morning
mortality,-,-,mortality
mortgage,1,noun,morgage
mosaic,-,-,mosaic
mosque,-,-,mosk
mosquito,-,-,mosquito
moss,-,-,moss
most,1,adverb,most
most,2,determiner pronoun,most
mostly,-,-,mostly
motel,-,-,motel
moth,-,-,moth
mother,1,noun,muddher
mother-in-law,-,-,mother-in-law
motif,-,-,motif
motion,1,noun,motion
motivate,-,-,motivate
motivation,-,-,motivation
motive,1,noun,motive
motor,1,noun,motor
motorcycle,-,-,motorcycle
motorist,-,-,motorist
motorway,-,-,motorway
mould,1,noun,mould
mound,-,-,mound
mount,1,verb,mount
mount,2,noun,mount
mountain,-,-,mountain
mountainous,-,-,mountainous
mourn,-,-,mourn
mouse,1,noun,mouse
moustache,-,-,moustache
mouth,1,noun,mouth
move,1,verb,moove
move,2,noun,moove
movement,-,-,moovement
movie,-,-,moovie
movie,-,noun,moovie
movie,-,noun,moovie
moving,-,-,moving
MP,-,-,MP
Mr,-,-,Mr
Mrs,-,-,Mrs
Ms,-,-,Ms
much,1,adverb,much
much,2,determiner pronoun,much
mud,-,-,mud
muddy,1,adjective,muddy
mug,1,noun,mug
mug,2,verb,mug
multicultural,-,-,multicultural
multinational,1,adjective,multinational
multinational,2,noun,multinational
multiple,1,adjective,multiple
multiply,-,-,multiply
multitude,-,-,multitude
mum,1,noun,mum
mumble,-,-,mumble
mummy,-,-,mummy
mundane,-,-,mundane
municipal,-,-,municipal
murder,1,noun,murder
murder,2,verb,murder
murderer,-,-,murderer
murmur,1,verb,murmur
muscle,1,noun,mussel
muscular,-,-,muscular
museum,-,-,museüm
mushroom,1,noun,mushroom
music,-,-,music
musical,1,adjective,musical
musical,2,noun,musical
musician,-,-,musician
must,1,modal verb,must
mustard,-,-,mustard
muster,1,verb,muster
mutate,-,-,mutate
mutation,-,-,mutation
mutter,-,-,mutter
mutual,-,-,mutual
mutually,-,-,mutually
my,1,determiner,my
myself,-,-,myself
mysterious,-,-,mysterious
mystery,1,noun,mystery
mystical,-,-,mystical
myth,-,-,myth
mythology,-,-,mythology
nail,1,noun,nail
naive,-,-,naive
naked,-,-,nakèd
name,1,noun,name
name,2,verb,name
namely,-,-,namely
nap,1,noun,nap
narrate,-,-,narrate
narrative,-,-,narrative
narrator,-,-,narrator
narrow,1,adjective,narro
narrow,2,verb,narro
narrowly,-,-,narrowly
nasty,-,-,nasty
nation,-,-,nation
national,1,adjective,nassional
nationalism,-,-,nationalism
nationality,-,-,nationality
nationally,-,-,nationally
national,-,noun,nassional
nationwide,-,-,nation-wide
native,1,adjective,native
native,2,noun,native
native,-,noun,native
natural,1,adjective,natural
naturally,-,-,naturally
nature,-,-,nature
naughty,-,-,naughty
naval,-,-,naval
navigation,-,-,navigation
navy,-,-,navy
near,1,adverb preposition,near
near,2,adjective,near
near,3,verb,near
nearby,-,-,nearby
nearly,-,-,nearly
neat,-,-,neat
necessarily,-,-,necessarily
necessary,1,adjective,necessary
necessitate,-,-,necessitate
necessity,-,-,necessity
neck,1,noun,neck
necklace,-,-,necklace
necktie,-,-,necktie
need,1,verb,need
need,2,noun,need
needle,1,noun,needle
needless,-,-,needless
needy,-,-,needy
negative,1,adjective,negative
neglect,1,verb,neglect
neglect,2,noun,neglect
negotiate,-,-,negotiate
negotiation,-,-,negotiation
negotiator,-,-,negotiator
neighbour,-,-,neighbor
neighbourhood,-,-,neighborhwd
neighbouring,-,-,neighbouring
neither,1,determiner pronoun,neither
neither,2,adverb,neither
neither,3,conjunction,neither
nephew,-,-,nephew
nerve,1,noun,nerve
nervous,-,-,nervous
nest,1,noun,nest
net,1,noun,net
net,2,adjective,net
network,1,noun,network
neutral,1,adjective,neutral
never,-,-,never
nevertheless,-,-,never the less
new,-,-,new
newcomer,-,-,newcomer
newly,-,-,newly
news,-,-,news
newsletter,-,-,newsletter
newspaper,-,-,newspaper
New,-,noun,New
New,-,Day noun,New
New,-,Eve noun,New
next,1,determiner adjective,next
next,2,adverb,next
next,3,pronoun,next
next,-,1 adverb,next
next,-,kin noun,next
next,-,preposition,next
nice,-,-,nice
nicely,-,-,nicely
niche,1,noun,neesh
nickname,-,-,nickname
niece,-,-,niece
night,-,-,night
nightclub,-,-,nightclub
nightmare,-,-,nightmare
nine,-,-,nine
nineteen,-,-,nineteen
ninety,-,-,ninety
ninth,1,adjective,ninth
nitrogen,-,-,nitrogen
no,1,adverb,no
no,2,determiner,no
noble,1,adjective,noble
nobody,1,pronoun,nobody
nod,1,verb,nod
nod,2,noun,nod
noise,1,noun,noise
noisy,-,-,noisy
nominal,-,-,nominal
nominate,-,-,nominate
nomination,-,-,nomination
none,1,pronoun,none
nonetheless,-,-,none the less
non-fiction,-,-,non-fiction
nonsense,-,-,nonsense
nonstop,-,-,nonstop
noon,-,-,noon
no,-,pronoun,no
nor,-,adverb,nor
norm,-,-,norm
normal,1,adjective,normal
normality,-,-,normality
normally,-,-,normally
north,1,noun,north
north,2,adjective,north
north,3,adverb,north
northeast,1,noun,northeast
northeast,2,adjective,northeast
northern,-,-,northern
northwest,1,noun,northwest
northwest,2,adjective,northwest
nose,1,noun,nose
nostalgia,-,-,nostalgia
nostalgic,-,-,nostalgic
nosy,1,adjective,nosy
not,-,-,not
notable,-,-,notable
notably,-,-,notably
note,1,noun,note
note,2,verb,note
notebook,-,-,note bwk
nothing,1,pronoun,notthing
notice,1,verb,notice
notice,2,noun,notice
noticeable,-,-,noticeable
noticeboard,-,-,noticeboard
notify,-,-,notify
notion,-,-,notion
notorious,-,-,notorious
notwithstanding,-,adverb,notwithstanding
noun,-,-,noun
novel,1,noun,novvel
novel,2,adjective,novvel
novelist,-,-,novvelist
novelty,-,-,novelty
November,-,-,November
now,1,adverb,now
now,2,conjunction,now
nowadays,-,-,now-adays
nowhere,-,-,nowhere
nuclear,-,-,nucleär
nude,1,adjective,nude
nuisance,-,-,nuisance
numb,1,adjective,numb
number,1,noun,number
number,2,verb,number
numerical,-,-,numerical
numerous,-,-,numerous
nurse,1,noun,nurse
nurse,2,verb,nurse
nursery,-,-,nursery
nursery,-,noun,nursery
nursing,-,-,nursing
nut,1,noun,nut
nutrient,-,-,nutrient
nutrition,-,-,nutrition
nutritional,-,-,nutritional
nylon,-,-,nylon
oak,-,-,oak
oath,-,-,oath
obedience,-,-,obedience
obedient,-,-,obedient
obese,-,-,obese
obesity,-,-,obesity
obey,-,-,obey
object,1,noun,object
object,2,verb,object
objection,-,-,objection
objective,1,noun,objective
objective,2,adjective,objective
obligation,-,-,obligation
obligatory,-,-,obligatory
oblige,-,-,oblige
obscene,-,-,obscene
obscure,1,adjective,obscure
obscure,2,verb,obscure
observation,-,-,observation
observe,-,-,observe
observer,-,-,observer
obsess,-,-,obsess
obsession,-,-,obsession
obsolete,-,-,obsolete
obstacle,-,-,obstacle
obstruction,-,-,obstruction
obtain,-,-,obtain
obvious,-,-,obvious
obviously,-,-,obviously
occasion,1,noun,occasion
occasional,-,-,occasional
occasionally,-,-,occasionally
occupant,-,-,occupant
occupation,-,-,occupation
occupational,-,-,occupational
occupy,-,-,occupy
occur,-,-,occur
occurrence,-,-,occurrence
ocean,-,-,ocian
o'clock,-,-,o'clock
October,-,-,October
odd,-,-,odd
oddly,-,-,oddly
odds,-,-,odds
odour,-,-,odour
of,-,-,of
of,-,adverb,of
off,1,adverb preposition adjective,off
offence,-,-,offense
offend,-,-,offend
offender,-,-,offender
offensive,1,adjective,offensive
offer,1,verb,offer
offer,2,noun,offer
office,-,-,office
officer,-,-,officer
official,1,noun,official
official,2,adjective,official
officially,-,-,officially
offset,1,verb,offset
offspring,-,-,offspring
often,-,-,often
oil,1,noun,oil
OK,1,interjection,OK
OK,2,adjective adverb,OK
old,-,-,old
old,-,noun,old
old-fashioned,-,-,old-fashioned
olive,-,-,olive
olive,-,noun,olive
omission,-,-,omission
omit,-,-,omit
on,1,preposition,on
on,2,adjective adverb,on
once,1,adverb,once
once,2,conjunction,once
one,1,number,one
one,2,pronoun,one
one,3,determiner,one
one,4,adjective,one
one,-,pronoun,one
oneself,-,-,oneself
ongoing,-,-,on-goïng
onion,-,-,unnion
online,-,-,on-line
only,1,adverb,onely
only,2,adjective,onely
only,3,conjunction,onely
onset,-,-,onset
onto,-,-,onto
onwards,-,-,onwards
opaque,-,-,opaque
open,1,adjective,open
open,2,verb,open
opening,1,noun,opening
opening,2,adjective,opening
openly,-,-,openly
opera,-,-,opera
operate,-,-,operate
operation,-,-,operation
operational,-,-,operational
operator,-,-,operator
opinion,-,-,opinion
opponent,-,-,opponent
opportunity,-,-,opportunity
oppose,-,-,oppose
opposed,-,-,opposed
opposite,1,preposition,opposite
opposite,2,adjective,opposite
opposite,3,noun,opposite
opposition,-,-,opposition
oppression,-,-,oppression
oppressive,-,-,oppressive
opt,-,-,opt
optical,-,-,optical
optimal,-,-,optimal
optimism,-,-,optimism
optimistic,-,-,optimistic
optimum,-,-,optimum
option,-,-,option
optional,-,-,optional
or,-,-,or
oral,1,adjective,oral
orange,1,noun,orrange
orange,2,adjective,orrange
orbit,1,verb,orbit
orbit,2,noun,orbit
orchard,-,-,orchard
orchestra,-,-,orkhestra
ordeal,-,-,ordeal
order,1,noun,order
order,2,verb,order
orderly,1,adjective,orderly
ordinary,-,-,ordinary
organ,-,-,organ
organic,-,-,organic
organism,-,-,organism
organization,-,-,organization
organize,-,-,organize
organized,-,-,organized
orient,1,verb,orient
orientation,-,-,orientation
origin,-,-,origin
original,1,adjective,original
original,2,noun,original
originally,-,-,originally
originate,-,-,originate
ornament,1,noun,ornament
orphan,1,noun,orphan
orthodox,-,-,orthodox
other,-,adjective pronoun,other
otherwise,-,-,otherwise
ought,-,modal verb,ought
ounce,-,-,ounce
our,-,-,our
ours,-,-,ours
ourselves,-,-,ourselves
out,1,adverb,out
out,2,preposition,out
outbreak,-,-,outbreak
outburst,-,-,outburst
outcome,-,-,outcome
outdoor,-,-,outdoor
outdoors,1,adverb,outdoors
outer,-,-,outer
outfit,1,noun,outfit
outgoing,-,-,outgoing
outing,-,-,outing
outlet,-,-,outlet
outline,1,noun,outline
outline,2,verb,outline
outlook,-,-,outlwk
out-of-date,-,-,out-of-date
output,1,noun,outpwt
outrage,1,noun,ultrage
outrage,2,verb,ultrage
outrageous,-,-,outrageous
outright,1,adjective,outright
outset,-,-,outset
outside,1,adverb preposition,outside
outside,2,adjective,outside
outside,3,noun,outside
outsider,-,-,outsider
outskirts,-,-,outskirts
outstanding,-,-,outstanding
outward,-,-,outward
outwards,-,-,outwards
outweigh,-,-,outweigh
oval,-,-,oval
oven,-,-,uvven
over,1,preposition,over
over,2,adverb adjective,over
overall,1,adjective,overall
overall,2,adverb,overall
overcast,-,-,overcast
overcome,-,-,overcum
overcrowded,-,-,overcrowded
overdue,-,-,overdue
overestimate,1,verb,overestimate
overhead,1,adverb,overhead
overhear,-,-,overhear
overlap,1,verb,overlap
overlap,2,noun,overlap
overlook,-,-,overlwk
overly,-,-,overly
overnight,1,adverb,overnight
overnight,2,adjective,overnight
override,-,-,override
overseas,1,adverb,overseas
overseas,2,adjective,overseas
oversight,-,-,oversight
overt,-,-,overt
overtake,-,-,overtake
overthrow,1,verb,overthrow
overtime,-,-,overtime
overturn,-,-,overturn
overview,-,-,overview
overweight,-,-,overweight
overwhelm,-,-,overwhelm
overwhelming,-,-,overwhelming
overwhelmingly,-,-,overwhelmingly
owe,-,-,oe
owing,-,preposition,owing
owl,-,-,owl
own,1,adjective pronoun,oan
own,2,verb,oan
owner,-,-,oaner
ownership,-,-,oanership
oxygen,-,-,oxygen
pace,1,noun,pace
pack,1,verb,pack
pack,2,noun,pack
package,1,noun,packing
packaging,-,-,packaging
packed,-,-,packed
packet,-,-,packet
pact,-,-,pact
pad,1,noun,pad
paddle,1,noun,paddle
page,1,noun,page
pain,1,noun,pain
painful,-,-,painful
painfully,-,-,painfully
painkiller,-,-,painkiller
painless,-,-,painless
painstaking,-,-,painstaking
paint,1,noun,paint
paint,2,verb,paint
paintbrush,-,-,paintbrush
painter,-,-,painter
painting,-,-,painting
pair,1,noun,pair
palace,-,-,palace
pale,1,adjective,pale
palm,1,noun,palm
pamphlet,-,-,pamphlet
pan,1,noun,pan
pancake,-,-,pancake
panel,-,-,pannel
panic,1,noun,panic
panic,2,verb,panic
pant,-,-,pant
pants,1,noun,pants
paper,1,noun,paper
paper,2,adjective,paper
paperback,-,-,paperback
paperwork,-,-,paperwork
parachute,1,noun,parachute
parade,1,noun,parade
paradigm,-,-,paradigm
paradise,-,-,paradise
paradox,-,-,paradox
paradoxically,-,-,paradoxically
paragraph,-,-,paragraph
parallel,1,adjective,parallel
parallel,2,noun,parallel
parameter,-,-,parameter
