# word,quad,pos,reformed
# Reformed by script using Examples/oxford.yaml and Examples/non-oxford.yaml

word,quad,pos,reformed
textile,-,-,textile
texture,-,-,texture
than,-,preposition,than
thank,-,-,thank
thankfully,-,-,thankfully
thanks,1,interjection,thanks
thanks,2,noun,thanks
Thanksgiving,-,-,Thanksgiving
thank,-,interjection,thank
that,1,determiner pronoun,that
that,2,conjunction,that
that,3,adverb,that
the,1,definite article determiner,the
the,2,adverb,the
theatre,-,-,theäter
theatrical,-,-,theätrical
theft,-,-,theft
their,-,-,their
theirs,-,-,theirs
them,1,pronoun,them
theme,-,-,theme
themselves,-,-,themselves
then,1,adverb,then
theoretical,-,-,theöretical
theoretically,-,-,theoretically
theorist,-,-,theorist
theory,-,-,theöry
therapeutic,-,-,therapeutic
therapist,-,-,therapist
therapy,-,-,therapy
there,1,pronoun,there
there,2,adverb,there
there,3,interjection,there
thereafter,-,-,thereafter
thereby,-,-,thereby
therefore,-,-,therefore
thermometer,-,-,thermometer
thesis,-,-,thesis
they,-,-,they
thick,1,adjective,thick
thickness,-,-,thickness
thief,-,-,theef
thigh,-,-,thigh
thin,1,adjective,thin
thin,2,verb,thin
thing,-,-,thing
think,1,verb,think
thinker,-,-,thinker
thinking,1,noun,thinking
thinly,-,-,thinly
third,1,adjective,third
third,2,noun,third
thirst,1,noun,thirst
thirsty,-,-,thirsty
thirteen,-,-,thirteen
thirty,-,-,thirty
this,1,determiner pronoun,this
this,2,adverb,this
thorn,-,-,thorn
thorough,-,-,thoro
thoroughly,-,-,thoroughly
though,1,conjunction,though
though,2,adverb,though
thought,2,noun,thought
thoughtful,-,-,thoughtful
thoughtless,-,-,thoughtless
thousand,-,-,thousand
thread,1,noun,thred
threat,-,-,thret
threaten,-,-,thretten
three,-,-,three
three-dimensional,-,-,three-dimensional
threshold,-,-,threshold
thrill,1,noun,thrill
thrill,2,verb,thrill
thrilled,-,-,thrilled
thriller,-,-,thriller
thrilling,-,-,thrilling
thrive,-,-,thrive
throat,-,-,throat
throne,-,-,throne
through,1,preposition adverb,through
throughout,-,adverb,throughout
throw,1,verb,thro
throw,2,noun,thro
thrust,1,verb,thrust
thrust,2,noun,thrust
thug,-,-,thug
thumb,1,noun,thumb
thump,1,verb,thump
thunder,1,noun,thunder
thunderstorm,-,-,thunderstorm
Thursday,-,-,Thursday
thus,-,-,thus
thwart,-,-,thwart
tick,1,verb,tick
ticket,1,noun,ticket
tickle,1,verb,tickle
tide,1,noun,tide
tidy,1,adjective,tidy
tidy,2,verb,tidy
tie,1,verb,tie
tie,2,noun,tie
tier,-,-,tier
tiger,-,-,tiger
tight,1,adjective,tight
tight,2,adverb,tight
tighten,-,-,tighten
tightly,-,-,tightly
tile,1,noun,tile
till,1,preposition conjunction,till
tilt,1,verb,tilt
timber,-,-,timber
time,1,noun,time
time,2,verb,time
time-consuming,-,-,time-consuming
timeless,-,-,timeless
timely,-,-,timely
timescale,-,-,timescale
timetable,1,noun,timetable
timing,-,-,timing
tin,1,noun,tin
tiny,-,-,tiny
tip,1,noun,tip
tip,2,verb,tip
tiptoe,1,noun,tiptoe
tiptoe,2,verb,tiptoe
tire,1,verb,tire
tired,-,-,tired
tiresome,-,-,tiresome
tiring,-,-,tiring
tissue,-,-,tissue
title,-,-,title
titled,-,-,titled
to,1,-,to
to,2,preposition,to
to,3,adverb,to
toast,1,noun,toast
toaster,-,-,toaster
tobacco,-,-,tobacco
today,1,adverb,today
toddler,-,-,toddler
toe,1,noun,toe
toenail,-,-,toenail
together,1,adverb,togeddher
toilet,-,-,toilet
toilet,-,noun,toilet
token,1,noun,token
token,2,adjective,token
tolerance,-,-,tolerance
tolerant,-,-,tolerant
tolerate,-,-,tolerate
toll,1,noun,toll
tomato,-,-,tomato
tomb,-,-,toom
tomorrow,1,adverb,tomorrow
ton,-,-,ton
tone,1,noun,tone
tongue,1,noun,tung
tonight,1,adverb,tonight
too,-,-,too
tool,1,noun,tool
tooth,-,-,tooth
toothache,-,-,toothache
toothbrush,-,-,toothbrush
toothpaste,-,-,toothpaste
top,1,noun,top
top,2,adjective,top
top,3,verb,top
topic,-,-,topic
topple,-,-,topple
torch,1,noun,torch
torture,1,noun,torture
torture,2,verb,torture
toss,1,verb,toss
total,1,adjective,total
total,2,noun,total
total,3,verb,total
totally,-,-,totally
touch,1,verb,tuch
touch,2,noun,tuch
touchdown,-,-,touchdown
touching,1,adjective,touching
tough,1,adjective,tuff
tour,1,noun,toor
tour,2,verb,toor
tourism,-,-,tourism
tourist,-,-,tourist
tournament,-,-,tournament
tout,1,verb,tout
tow,1,verb,tow
towards,-,-,to-wards
towel,1,noun,towel
tower,1,noun,tower
town,-,-,town
town,-,noun,town
toxic,-,-,toxic
toy,1,noun,toy
toy,2,verb,toy
trace,1,verb,trace
trace,2,noun,trace
track,1,noun,track
track,2,verb,track
tract,-,-,tract
tractor,-,-,tractor
trade,1,noun,trade
trade,2,verb,trade
trader,-,-,trader
trading,-,-,trading
tradition,-,-,tradition
traditional,-,-,traditional
traditionally,-,-,traditionally
traffic,1,noun,traffic
traffic,2,verb,traffic
traffic,-,noun,traffic
traffic,-,noun,traffic
tragedy,-,-,tragedy
tragic,-,-,tragic
trail,1,verb,trail
trail,2,noun,trail
trailer,-,-,trailer
train,1,noun,train
train,2,verb,train
trainee,-,-,trainee
trainer,-,-,trainer
training,-,-,training
trait,-,-,trait
traitor,-,-,traitor
tram,-,-,tram
transaction,-,-,transaction
transcend,-,-,transcend
transcript,-,-,transcript
transfer,1,verb,transfer
transfer,2,noun,transfer
transform,-,-,transform
transformation,-,-,transformation
transit,-,-,transit
transition,1,noun,transition
transitional,-,-,transitional
translate,-,-,translate
translation,-,-,translation
translator,-,-,translator
transmission,-,-,transmission
transmit,-,-,transmit
transparent,-,-,transparent
transplant,1,noun,transplant
transport,1,noun,transport
transport,2,verb,transport
transportation,-,-,transportation
trap,1,noun,trap
trap,2,verb,trap
trash,1,noun,trash
trauma,-,-,trauma
traumatic,-,-,traumatic
travel,1,verb,travvel
travel,2,noun,travvel
traveller,-,-,traveller
travelling,1,adjective,travelling
tray,-,-,tray
tread,1,verb,tread
treasure,1,noun,trezzure
treat,1,verb,treat
treat,2,noun,treat
treatment,-,-,treatment
treaty,-,-,treaty
tree,-,-,tree
trek,1,noun,trek
tremble,-,-,tremble
tremendous,-,-,tremendous
trench,-,-,trench
trend,1,noun,trend
trial,1,noun,trial
triangle,-,-,triangle
triangular,-,-,triangular
tribal,-,-,tribal
tribe,-,-,tribe
tribunal,-,-,tribunal
tribute,-,-,tribbute
trick,1,noun,trick
trick,2,verb,trick
tricky,-,-,tricky
trigger,1,verb,trigger
trigger,2,noun,trigger
trillion,-,-,trillion
trim,1,verb,trim
trip,1,noun,trip
trip,2,verb,trip
triple,1,adjective predeterminer,triple
triple,2,verb,triple
triumph,1,noun,triümph
triumphant,-,-,triumphant
trivial,-,-,trivial
trolley,-,-,trolley
troop,1,noun,troop
trophy,-,-,trophy
tropical,-,-,tropical
trot,1,verb,trot
trouble,1,noun,trubble
trouble,2,verb,trubble
troubled,-,-,troubled
troublesome,-,-,troublesome
trousers,-,-,trousers
trout,-,-,trout
truce,-,-,truce
truck,1,noun,truck
true,1,adjective,true
truly,-,-,truly
trumpet,1,noun,trumpet
trunk,-,-,trunk
trust,1,noun,trust
trust,2,verb,trust
trustee,-,-,trustee
trustworthy,-,-,trustworthy
truth,-,-,trueth
try,1,verb,try
try,2,noun,try
trying,-,-,trying
T-shirt,-,-,T-shirt
tub,-,-,tub
tube,1,noun,tube
tuck,1,verb,tuck
Tuesday,-,-,Tuesday
tug,1,verb,tug
tuition,-,-,tuition
tumble,1,verb,tumble
tummy,-,-,tummy
tumour,-,-,tumour
tuna,-,-,tuna
tune,1,noun,tune
tune,2,verb,tune
tunnel,1,noun,tunnel
turbulence,-,-,turbulence
turbulent,-,-,turbulent
turf,1,noun,turf
turkey,-,-,turkey
turmoil,-,-,turmoil
turn,1,verb,turn
turn,2,noun,turn
turnout,-,-,turn-out
turnover,-,-,turn-over
turtle,-,-,turtle
tutor,1,noun,tutor
tutorial,1,noun,tutorial
TV,-,-,TV
twelve,-,-,twelve
twenty,-,noun,twenty
twice,-,predeterminer,twice
twig,1,noun,twig
twilight,-,-,twilight
twin,1,noun,twin
twin,2,adjective,twin
twist,1,verb,twist
twist,2,noun,twist
twisted,-,-,twisted
two,-,-,two
two-dimensional,-,-,two-dimensional
type,1,noun,type
type,2,verb,type
typical,-,-,typical
typically,-,-,typically
tyrant,-,-,tyrant
tyre,-,-,tyre
ubiquitous,-,-,ubiquitous
ugly,-,-,ugly
ulcer,-,-,ulcer
ultimate,1,adjective,ultimate
ultimately,-,-,ultimately
ultimatum,-,-,ultimatum
umbrella,-,-,umbrella
umpire,1,noun,umpire
unable,-,-,unable
unacceptable,-,-,inacceptable
unaffected,-,-,unaffected
unambiguous,-,-,unambiguous
unanimous,-,-,unanimous
unauthorized,-,-,unauthorized
unavailable,-,-,unavailable
unavoidable,-,-,unavoidable
unaware,-,-,unaware
unbelievable,-,-,unbelievable
uncertain,-,-,uncertain
uncertainty,-,-,uncertainty
unchanging,-,-,unchanging
uncle,-,-,uncle
unclear,-,-,unclear
uncomfortable,-,-,disconfortable
uncommon,-,-,uncommon
unconditional,-,-,unconditional
unconscious,1,adjective,inconscious
unconstitutional,-,-,unconstitutional
uncover,-,-,uncover
under,-,adverb,under
underestimate,1,verb,underestimate
undergo,-,-,undergo
undergraduate,-,-,undergraduate
underground,1,adjective,underground
underline,-,-,underline
underlying,-,-,underlying
undermine,-,-,undermine
underneath,1,preposition adverb,underneath
underpants,-,-,underpants
underpin,-,-,underpin
underscore,-,-,underscore
understand,-,-,understand
understandable,-,-,understandable
understanding,1,noun,understanding
understatement,-,-,understatement
undertake,-,-,undertake
undertaking,-,-,undertaking
underwater,-,-,underwater
underway,-,-,underway
underwear,-,-,underware
undesirable,1,adjective,undesirable
undo,-,-,undo
undone,-,-,undone
undoubtedly,-,-,undoutedly
undress,1,verb,undress
uneasy,-,-,uneasy
unemployed,1,adjective,unemployed
unemployment,-,-,unemployment
unequal,-,-,unequal
uneven,-,-,uneven
unexpected,-,-,unexpected
unfair,-,-,unfair
unfaithful,-,-,unfaithful
unfamiliar,-,-,unfamiliar
unfashionable,-,-,unfashionable
unfinished,-,-,unfinished
unfold,-,-,unfold
unfortunate,1,adjective,disfortunate
unfortunately,-,-,disfortunately
unfounded,-,-,unfounded
unfriendly,-,-,unfriendly
unhappy,-,-,unhappy
unhealthy,-,-,unhealthy
unhurt,-,-,unhurt
unification,-,-,unification
uniform,1,noun,uniform
uniform,2,adjective,uniform
uniformity,-,-,uniformity
unify,-,-,unify
unilateral,-,-,unilateral
union,-,-,union
unique,-,-,unic
uniquely,-,-,uniquely
unit,-,-,unit
unite,-,-,unite
united,-,-,united
unity,-,-,unity
universal,-,-,universal
universally,-,-,universally
universe,-,-,universe
university,-,-,university
unjust,-,-,unjust
unkind,-,-,unkind
unknown,1,adjective adverb,unknone
unlawful,-,-,unlawful
unleash,-,-,unleash
unless,-,-,unless
unlike,1,preposition,unlike
unlikely,-,-,unlikely
unlimited,-,-,unlimited
unload,-,-,unload
unlock,-,-,unlock
unmarried,-,-,unmarried
unmistakable,-,-,unmistakable
unnatural,-,-,unnatural
unnecessary,-,-,innecessary
unofficial,-,-,unofficial
unorthodox,-,-,unorthodox
unpack,-,-,unpack
unpaid,-,-,unpaid
unpleasant,-,-,inplacent
unplug,-,-,unplug
unpopular,-,-,unpopular
unprecedented,-,-,unprecedented
unpredictable,-,-,unpredictable
unravel,-,-,unravel
unreal,-,-,unreal
unrealistic,-,-,unrealistic
unreasonable,-,-,unreasonable
unrelated,-,-,unrelated
unreliable,-,-,unreliable
unrest,-,-,unrest
unsafe,-,-,unsafe
unsatisfactory,-,-,unsatisfactory
unscrupulous,-,-,unscrupulous
unseen,1,adjective,unseen
unskilled,-,-,unskilled
unspecified,-,-,unspecified
unspoiled,-,-,unspoiled
unstable,-,-,unstable
unsuccessful,-,-,unsuccessful
unsuitable,-,-,unsuitable
unsure,-,-,unsure
until,-,conjunction,until
untouched,-,-,untouched
untrained,-,-,untrained
unused,1,adjective,unused
unusual,-,-,unusual
unusually,-,-,unusually
unveil,-,-,unveil
unwanted,-,-,unwanted
unwell,-,-,unwell
unwilling,-,-,unwilling
unwise,-,-,unwise
unwrap,-,-,unwrap
unzip,-,-,unzip
up,1,adverb preposition adjective,up
upbringing,-,-,upbringing
upcoming,-,-,upcumming
update,1,verb,update
update,2,noun,update
upgrade,-,-,upgrade
upheaval,-,-,upheaval
uphold,-,-,uphold
upload,1,verb,upload
upon,-,-,upon
upper,1,adjective,upper
upper,-,noun,upper
upright,1,adjective adverb,upright
uprising,-,-,uprising
upset,1,adjective,upset
upset,2,verb,upset
upside,-,1 adverb,upside
upstairs,1,adverb,upstairs
up-to-date,-,-,up-to-date
upward,-,-,upward
upwards,-,-,upwards
urban,-,-,urban
urge,1,verb,urge
urge,2,noun,urge
urgency,-,-,urgency
urgent,-,-,urgent
us,-,-,us
usage,-,-,usage
use,1,verb,use
use,2,noun,use
used,1,adjective,used
used,2,adjective,used
used,-,modal verb,used
useful,-,-,useful
usefulness,-,-,usefulness
useless,-,-,useless
user,-,-,user
user-friendly,-,-,user-friendly
user,-,noun,user
usher,1,verb,usher
usual,-,-,usual
usually,-,-,usually
utensil,-,-,utensil
utility,-,-,utility
utilize,-,-,utilize
utter,1,adjective,utter
utter,2,verb,utter
utterly,-,-,utterly
vacancy,-,-,vacancy
vacant,-,-,vacant
vacation,1,noun,vacation
vaccine,-,-,vaccine
vacuum,1,noun,vacuüm
vacuum,2,verb,vacuüm
vague,-,-,vague
vaguely,-,-,vaguely
vain,-,-,vain
valid,-,-,valid
validate,-,-,validate
valley,-,-,valley
valuable,-,-,valuable
value,1,noun,value
value,2,verb,value
valve,-,-,valve
van,-,-,van
vandalism,-,-,vandalism
vandalize,-,-,vandalize
vanilla,1,noun,vanilla
vanilla,2,adjective,vanilla
vanish,-,-,vannish
vanity,-,-,vanity
vapour,-,-,vapour
variable,1,adjective,variable
variable,2,noun,variable
variant,-,-,variant
variation,-,-,variation
varied,-,-,varied
variety,-,-,variety
various,-,-,various
variously,-,-,variously
vary,-,-,vary
vase,-,-,vase
vast,-,-,vast
vastly,-,-,vastly
vault,1,noun,vault
vegetable,1,noun,vegetable
vegetarian,-,-,vegetarian
vegetation,-,-,vegetation
vehicle,-,-,vehicle
veil,1,noun,veil
vein,-,-,veyn
velocity,-,-,velocity
velvet,-,-,velvet
vengeance,-,-,vengeance
venture,1,noun,venture
venture,2,verb,venture
venue,-,-,venue
verb,-,-,verb
verbal,1,adjective,verbal
verdict,-,-,verdict
verge,1,noun,verge
verify,-,-,verify
versatile,-,-,versatile
verse,-,-,verse
version,-,-,version
versus,-,-,versus
vertical,1,adjective,vertical
very,1,adverb,very
very,2,adjective,very
vessel,-,-,vessel
vest,1,noun,vest
vet,1,noun,vet
veteran,-,-,veteran
veterinarian,-,-,veterinarian
veto,1,verb,veto
veto,2,noun,veto
via,-,-,via
viable,-,-,viäble
vibrant,-,-,vibrant
vibrate,-,-,vibrate
vibration,-,-,vibration
vice,-,adverb,vice
vicinity,-,-,vicinity
vicious,-,-,vicious
victim,-,-,victim
victorious,-,-,victorious
victory,-,-,victory
video,1,noun,video
view,1,noun,view
view,2,verb,view
viewer,-,-,viewer
viewpoint,-,-,view point
vigorous,-,-,vigorous
vigorously,-,-,vigorously
village,-,-,village
villager,-,-,villager
villain,-,-,villain
vine,-,-,vine
vinegar,-,-,vinegar
vineyard,-,-,vineyard
vintage,1,adjective,vintage
violate,-,-,violate
violation,-,-,violation
violence,-,-,violence
violent,-,-,violent
violently,-,-,violently
violin,-,-,violin
viral,1,adjective,viral
virtual,-,-,virtual
virtually,-,-,virtually
virtue,-,-,virtue
virus,-,-,virus
visa,-,-,visa
visibility,-,-,visibility
visible,-,-,visible
vision,-,-,vision
visit,1,verb,visit
visit,2,noun,visit
visitor,-,-,visitor
visual,1,adjective,visual
visualize,-,-,visualize
visually,-,-,visually
vital,-,-,vital
vitality,-,-,vitality
vitamin,-,-,vitamin
vivid,-,-,vivid
vocabulary,-,-,vocabulary
vocal,1,adjective,vocal
vocational,-,-,vocational
voice,1,noun,voice
voice,2,verb,voice
voicemail,-,-,voicemail
void,1,noun,void
void,2,adjective,void
volatile,-,-,volatile
volcano,-,-,volcano
volleyball,-,-,volleyball
volt,-,-,volt
voltage,-,-,voltage
volume,-,-,volume
voluntarily,-,-,voluntarily
voluntary,1,adjective,voluntary
volunteer,1,noun,volunteer
volunteer,2,verb,volunteer
vomit,1,verb,vomit
vomit,2,noun,vomit
vote,1,verb,vote
vote,2,noun,vote
voter,-,-,voter
voucher,-,-,voucher
vow,1,noun,vow
vow,2,verb,vow
vowel,-,-,vowel
voyage,1,noun,voyage
vulgar,-,-,vulgar
vulnerable,-,-,vulnerable
wade,-,-,wade
wag,1,verb,wag
wage,1,noun,wage
wagon,-,-,wagon
waist,-,-,waist
wait,1,verb,wait
wait,2,noun,wait
waiter,-,-,waiter
waitress,-,-,waitress
wake,1,verb,wake
walk,1,verb,walk
walk,2,noun,walk
walker,-,-,walker
wall,1,noun,wall
wallet,-,-,wallet
wallpaper,1,noun,wallpaper
wander,1,verb,wander
want,1,verb,want
want,2,noun,want
wanted,-,-,wanted
war,-,-,war
ward,1,noun,ward
wardrobe,-,-,wardrobe
warehouse,-,-,ware-house
warfare,-,-,warfare
warm,1,adjective,warm
warm,2,verb,warm
warmly,-,-,warmly
warmth,-,-,warmth
warn,-,-,warn
warning,1,noun,warning
warrant,1,noun,warrant
warrant,2,verb,warrant
warranty,-,-,warranty
warrior,-,-,war fighter
wartime,-,-,wartime
wary,-,-,wary
wash,1,verb,wash
wash,2,noun,wash
washing,-,-,washing
washing,-,noun,washing
washing,-,noun,washing
washing-up,-,-,washing-up
washing-up,-,noun,washing-up
wasp,-,-,wasp
waste,1,noun,waste
waste,2,verb,waste
waste,3,adjective,waste
wasteful,-,-,wasteful
wastepaper,-,noun,wastepaper
watch,1,verb,watch
watch,2,noun,watch
water,1,noun,water
water,2,verb,water
waterfall,-,-,waterfall
watt,-,-,watt
wave,1,noun,wave
wave,2,verb,wave
wavelength,-,-,wavelength
wax,1,noun,wax
way,1,noun,way
way,2,adverb,way
way,-,life noun,way
we,-,-,we
weak,-,-,weak
weaken,-,-,weaken
weakness,-,-,weakness
wealth,-,-,welth
wealthy,-,-,wealthy
weapon,-,-,weppon
wear,1,verb,ware
wear,2,noun,ware
weary,1,adjective,weary
weather,1,noun,weddher
weave,1,verb,weave
web,-,-,web
webpage,-,-,webpage
website,-,-,website
wedding,-,-,wedding
wedge,1,noun,wedge
Wednesday,-,-,Wensday
weed,1,noun,weed
week,-,-,week
weekend,1,noun,weekend
weekly,1,adjective,weekly
weep,-,-,weep
weigh,-,-,weigh
weight,1,noun,weight
weird,1,adjective,weïrd
welcome,1,interjection,welcom
welcome,2,adjective,welcom
welcome,3,verb,welcom
welcome,4,noun,welcom
welfare,-,-,welfare
well,1,adverb,well
well,2,interjection,well
well,3,adjective,well
well,4,noun,well
well-being,-,-,well-being
well-established,-,-,well-established
well-known,-,-,well-known
west,1,noun,west
west,2,adjective,west
west,3,adverb,west
western,1,adjective,western
wet,1,adjective,wet
wet,2,verb,wet
whale,1,noun,whale
what,-,determiner predetermi,what
whatever,1,determiner pronoun,whatever
whatever,2,adverb,whatever
whatsoever,-,-,what-so-ever
wheat,-,-,wheat
wheel,1,noun,wheel
wheel,2,verb,wheel
wheelchair,-,-,wheelchair
when,-,conjunction pronoun,when
whenever,-,conjunction,whenever
where,-,conjunction pronoun,where
whereabouts,1,adverb,whereabouts
whereabouts,2,noun,whereabouts
whereas,-,-,whereas
whereby,-,-,whereby
wherever,-,-,wherever
whether,-,-,whether
which,-,pronoun,which
whichever,-,pronoun,whichever
while,1,conjunction,while
while,2,noun,while
whilst,-,-,whilst
whip,1,verb,whip
whisk,1,verb,whisk
whisker,-,-,whisker
whisky,-,-,whisky
whisper,1,verb,whisper
whisper,2,noun,whisper
whistle,1,verb,whistle
whistle,2,noun,whistle
white,1,adjective,white
white,2,noun,white
who,-,-,who
whoever,-,-,whoever
whole,1,adjective,'hole
whole,2,noun,'hole
wholesale,1,noun,wholesale
wholesale,2,adjective,wholesale
wholly,-,-,'holy
whom,-,-,whom
whoops,-,-,whoops
whose,-,pronoun,whose
why,1,adverb,why
wicked,-,-,wicked
wide,1,adjective,wide
wide,2,adverb,wide
widely,-,-,widely
widen,-,-,widen
wide-ranging,-,-,wide-ranging
widespread,-,-,wide-spred
widow,-,-,widdow
width,-,-,width
wield,-,-,wield
wife,-,-,wife
wi-fi,-,-,wi-fi
wig,1,noun,wig
wild,1,adjective,wîld
wilderness,-,-,wilderness
wildlife,-,-,wîld life
wildly,-,-,wildly
will,1,modal verb,will
will,2,noun,will
willing,-,-,willing
willingness,-,-,willingness
wildlife,-,-,wîld life
wildly,-,-,wildly
will,1,modal verb,will
will,2,noun,will
willing,-,-,willing
willingness,-,-,willingness
win,1,verb,win
win,2,noun,win
wind,1,noun,[wind, wînd]
wind,2,verb,[wind, wînd]
window,-,-,windo
windscreen,-,-,windscreen
windshield,-,-,windshield
windy,-,-,windy
wine,1,noun,wine
wing,1,noun,wing
wink,1,verb,wink
wink,2,noun,wink
winner,-,-,winner
winning,-,-,winning
winter,1,noun,winter
wipe,1,verb,wipe
wire,1,noun,wire
wire,2,verb,wire
wireless,1,adjective,wireless
wisdom,-,-,wisdom
wise,1,adjective,wise
wish,1,verb,wish
wish,2,noun,wish
wit,-,-,wit
witch,-,-,witch
with,-,-,with
withdraw,-,-,withdraw
withdrawal,-,-,withdrawïng
withhold,-,-,withhold
within,-,adverb,within
without,-,adverb,without
withstand,-,-,withstand
witness,1,noun,witness
witness,2,verb,witness
witty,-,-,witty
wizard,-,-,wizard
woe,-,-,woe
wolf,1,noun,wwlf
woman,-,-,woman
womb,-,-,womb
wonder,1,verb,wonder
wonder,2,noun,wonder
wonderful,-,-,wonderful
wonderfully,-,-,wonderfully
wood,-,-,wwd
wooden,-,-,wwdden
woodland,-,-,woodland
wool,-,-,wwl
word,1,noun,word
word,2,verb,word
wording,-,-,wording
work,1,verb,work
work,2,noun,work
worker,-,-,worker
workforce,-,-,work force
working,1,adjective,working
working,-,noun,working
workload,-,-,workload
workman,-,-,workman
work,-,art noun,work
workplace,-,-,work place
workshop,-,-,work shop
workstation,-,-,workstation
world,1,noun,world
world,2,adjective,world
